ASL_RICHIEDENTE,DATA_ARRIVO,IN_CORSO,ESAMINATI,TOTALE,AGGIORNAMENTO
TE,2020-08-28,0,379,379,2021-02-18
TE,2020-08-29,0,262,262,2021-02-18
TE,2020-08-31,0,390,390,2021-02-18
TE,2020-09-01,0,180,180,2021-02-18
TE,2020-09-02,0,403,403,2021-02-18
TE,2020-09-03,0,207,207,2021-02-18
TE,2020-09-04,0,437,437,2021-02-18
TE,2020-09-05,0,218,218,2021-02-18
TE,2020-09-07,0,211,211,2021-02-18
TE,2020-09-08,0,465,465,2021-02-18
TE,2020-09-09,0,372,372,2021-02-18
TE,2020-09-10,0,279,279,2021-02-18
TE,2020-09-11,0,291,291,2021-02-18
TE,2020-09-12,0,278,278,2021-02-18
TE,2020-09-14,0,197,197,2021-02-18
TE,2020-09-15,0,434,434,2021-02-18
TE,2020-09-16,0,413,413,2021-02-18
TE,2020-09-17,0,278,278,2021-02-18
TE,2020-09-18,0,313,313,2021-02-18
TE,2020-09-19,0,334,334,2021-02-18
TE,2020-09-21,0,390,390,2021-02-18
TE,2020-09-22,0,307,307,2021-02-18
TE,2020-09-23,0,383,383,2021-02-18
TE,2020-09-24,0,321,321,2021-02-18
TE,2020-09-25,0,411,411,2021-02-18
TE,2020-09-26,0,330,330,2021-02-18
TE,2020-09-28,0,349,349,2021-02-18
TE,2020-09-29,0,279,279,2021-02-18
TE,2020-09-30,0,516,516,2021-02-18
TE,2020-10-01,0,464,464,2021-02-18
TE,2020-10-02,0,539,539,2021-02-18
TE,2020-10-03,0,340,340,2021-02-18
TE,2020-10-04,0,309,309,2021-02-18
TE,2020-10-05,0,279,279,2021-02-18
TE,2020-10-06,0,869,869,2021-02-18
TE,2020-10-07,0,564,564,2021-02-18
TE,2020-10-08,0,833,833,2021-02-18
TE,2020-10-09,0,556,556,2021-02-18
TE,2020-10-10,0,554,554,2021-02-18
TE,2020-10-11,0,350,350,2021-02-18
TE,2020-10-12,0,791,791,2021-02-18
TE,2020-10-13,0,535,535,2021-02-18
TE,2020-10-14,0,622,622,2021-02-18
TE,2020-10-15,0,764,764,2021-02-18
TE,2020-10-16,0,763,763,2021-02-18
TE,2020-10-17,0,1450,1450,2021-02-18
TE,2020-10-18,0,285,285,2021-02-18
TE,2020-10-19,0,805,805,2021-02-18
TE,2020-10-20,0,744,744,2021-02-18
TE,2020-10-21,0,784,784,2021-02-18
TE,2020-10-22,0,1061,1061,2021-02-18
TE,2020-10-23,0,1111,1111,2021-02-18
TE,2020-10-24,0,568,568,2021-02-18
TE,2020-10-25,0,458,458,2021-02-18
TE,2020-10-26,0,1042,1042,2021-02-18
TE,2020-10-27,0,913,913,2021-02-18
TE,2020-10-28,0,870,870,2021-02-18
TE,2020-10-29,0,794,794,2021-02-18
TE,2020-10-30,0,776,776,2021-02-18
TE,2020-10-31,0,1388,1388,2021-02-18
TE,2020-11-01,0,681,681,2021-02-18
TE,2020-11-02,0,629,629,2021-02-18
TE,2020-11-03,0,1688,1688,2021-02-18
TE,2020-11-04,0,566,566,2021-02-18
TE,2020-11-05,0,1032,1032,2021-02-18
TE,2020-11-06,0,1274,1274,2021-02-18
TE,2020-11-07,0,949,949,2021-02-18
TE,2020-11-08,0,134,134,2021-02-18
TE,2020-11-09,0,1223,1223,2021-02-18
TE,2020-11-10,0,1243,1243,2021-02-18
TE,2020-11-11,0,1446,1446,2021-02-18
TE,2020-11-12,0,1254,1254,2021-02-18
TE,2020-11-13,0,793,793,2021-02-18
TE,2020-11-14,0,1860,1860,2021-02-18
TE,2020-11-15,0,1153,1153,2021-02-18
TE,2020-11-16,0,1167,1167,2021-02-18
TE,2020-11-17,0,1613,1613,2021-02-18
TE,2020-11-18,0,1311,1311,2021-02-18
TE,2020-11-19,0,1594,1594,2021-02-18
TE,2020-11-20,0,1379,1379,2021-02-18
TE,2020-11-21,0,909,909,2021-02-18
TE,2020-11-22,0,1119,1119,2021-02-18
TE,2020-11-23,0,1198,1198,2021-02-18
TE,2020-11-24,0,1440,1440,2021-02-18
TE,2020-11-25,0,1322,1322,2021-02-18
TE,2020-11-26,0,1568,1568,2021-02-18
TE,2020-11-27,0,961,961,2021-02-18
TE,2020-11-28,0,1474,1474,2021-02-18
TE,2020-11-29,0,135,135,2021-02-18
TE,2020-11-30,0,1020,1020,2021-02-18
TE,2020-12-01,0,1688,1688,2021-02-18
TE,2020-12-02,0,1276,1276,2021-02-18
TE,2020-12-03,0,1140,1140,2021-02-18
TE,2020-12-04,0,1488,1488,2021-02-18
TE,2020-12-05,0,1286,1286,2021-02-18
TE,2020-12-06,0,254,254,2021-02-18
TE,2020-12-07,0,1202,1202,2021-02-18
TE,2020-12-08,0,207,207,2021-02-18
TE,2020-12-09,0,1411,1411,2021-02-18
TE,2020-12-10,0,1092,1092,2021-02-18
TE,2020-12-11,0,1131,1131,2021-02-18
TE,2020-12-12,0,949,949,2021-02-18
TE,2020-12-13,0,151,151,2021-02-18
TE,2020-12-14,0,810,810,2021-02-18
TE,2020-12-15,0,1908,1908,2021-02-18
TE,2020-12-16,0,949,949,2021-02-18
TE,2020-12-17,0,814,814,2021-02-18
TE,2020-12-18,0,1421,1421,2021-02-18
TE,2020-12-19,0,499,499,2021-02-18
TE,2020-12-20,0,31,31,2021-02-18
TE,2020-12-21,0,1099,1099,2021-02-18
TE,2020-12-22,0,1379,1379,2021-02-18
TE,2020-12-23,0,780,780,2021-02-18
TE,2020-12-24,0,228,228,2021-02-18
TE,2020-12-26,0,86,86,2021-02-18
TE,2020-12-27,0,30,30,2021-02-18
TE,2020-12-28,0,1075,1075,2021-02-18
TE,2020-12-29,0,957,957,2021-02-18
TE,2020-12-30,0,850,850,2021-02-18
TE,2020-12-31,0,87,87,2021-02-18
TE,2021-01-02,0,697,697,2021-02-18
TE,2021-01-03,0,271,271,2021-02-18
TE,2021-01-04,0,866,866,2021-02-18
TE,2021-01-05,0,681,681,2021-02-18
TE,2021-01-06,0,34,34,2021-02-18
TE,2021-01-07,0,1181,1181,2021-02-18
TE,2021-01-08,0,621,621,2021-02-18
TE,2021-01-09,0,646,646,2021-02-18
TE,2021-01-10,0,53,53,2021-02-18
TE,2021-01-11,0,837,837,2021-02-18
TE,2021-01-12,0,927,927,2021-02-18
TE,2021-01-13,0,906,906,2021-02-18
TE,2021-01-14,0,584,584,2021-02-18
TE,2021-01-15,0,762,762,2021-02-18
TE,2021-01-16,0,403,403,2021-02-18
TE,2021-01-17,0,52,52,2021-02-18
TE,2021-01-18,0,831,831,2021-02-18
TE,2021-01-19,0,834,834,2021-02-18
TE,2021-01-20,0,430,430,2021-02-18
TE,2021-01-21,0,668,668,2021-02-18
TE,2021-01-22,0,1057,1057,2021-02-18
TE,2021-01-23,0,602,602,2021-02-18
TE,2021-01-24,0,108,108,2021-02-18
TE,2021-01-25,0,828,828,2021-02-18
TE,2021-01-26,0,708,708,2021-02-18
TE,2021-01-27,0,474,474,2021-02-18
TE,2021-01-28,0,552,552,2021-02-18
TE,2021-01-29,0,949,949,2021-02-18
TE,2021-01-30,0,477,477,2021-02-18
TE,2021-01-31,0,97,97,2021-02-18
TE,2021-02-01,0,667,667,2021-02-18
TE,2021-02-02,0,940,940,2021-02-18
TE,2021-02-03,0,604,604,2021-02-18
TE,2021-02-04,0,596,596,2021-02-18
TE,2021-02-05,0,1106,1106,2021-02-18
TE,2021-02-06,0,595,595,2021-02-18
TE,2021-02-07,0,44,44,2021-02-18
TE,2021-02-08,0,875,875,2021-02-18
TE,2021-02-09,0,918,918,2021-02-18
TE,2021-02-10,0,543,543,2021-02-18
TE,2021-02-11,0,1063,1063,2021-02-18
TE,2021-02-12,0,1074,1074,2021-02-18
TE,2021-02-13,0,485,485,2021-02-18
TE,2021-02-14,0,391,391,2021-02-18
TE,2021-02-15,0,763,763,2021-02-18
TE,2021-02-16,0,811,811,2021-02-18
